    "STOPID","PLANVERSIONID","SHORTNAME","LONGNAME","GPS_X","GPS_Y","DECIMALLONGITUDE","DECIMALLATITUDE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
513203,241,C70K1CAI,Cl 70 entre Kr 1 y 1A5 CAI,-762936872,32905994,-76.49357556,3.48499833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513211,241,K5NC63,Kr 5N entre Cl 63N y 65N,-763005529,32903533,-76.50153583,3.48431472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513212,241,C62K1C,Cl 62 entre Kr 1D y 1C,-762936696,32832376,-76.49352667,3.47566,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514444,241,D70K26H3,Dg 70 entre Kr 26H3 y 26H,-762932169,32608220,-76.49226917,3.43561667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514449,241,D71AC72,Dg 71A con Cl 72,-762905968,32625448,-76.48499111,3.44040222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514450,241,K7CC692,Kr 7C entre Cl 69 y 70,-762903676,32746107,-76.48435444,3.4628075,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514451,241,K7EBC69,Kr 7EBis entre Cl 69 y 67,-762902398,32738567,-76.48399944,3.46071306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514452,241,K7LC67A,Kr 7LBis entre Cl 67A y 67,-762909108,32726946,-76.48586333,3.457485,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514453,241,K7LC64,Kr 7LBis entre Cl 64 y 63,-762917350,32727662,-76.48815278,3.45768389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514454,241,C63K7P,Cl 63 entre Kr 7P y 7PBis,-762917392,32722738,-76.48816444,3.45631611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514455,241,C52K8,Cl 52 entre Kr 8 y 9,-762955549,32708270,-76.49876361,3.45229722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514456,241,C52K10,Cl 52 entre Kr 10 y 11,-762956343,32700116,-76.49898417,3.45003222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514457,241,C52K12,Cl 52 entre Kr 12 y 12A,-762957124,32652906,-76.49920111,3.44802944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514458,241,C52K12C,Cl 52 entre Kr 12C y 12E,-762957816,32646802,-76.49939333,3.44633389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514459,241,C52K14,Cl 52 entre Kr 14 y 15,-762958403,32640680,-76.49955639,3.44463333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514460,241,C63K8,Cl 63 entre Kr 8 y 7VBis,-762918302,32710163,-76.48841722,3.45282306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514461,241,C63K7S,Cl 63 entre Kr 7SBis y 7S,-762917563,32718276,-76.48821194,3.45507667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514462,241,C63K7E,Cl 63 entre Kr 7E y 7DBis,-762920232,32734909,-76.48895333,3.45969694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514463,241,K7CC64,Kr 7C entre Cl 64 y 65,-762918519,32741521,-76.4884775,3.46153361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514464,241,K7CC68,Kr 7C entre Cl 68 y 69,-762908803,32745059,-76.48577861,3.46251639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514465,241,K26JC121,Kr 26J entre Cl 121 y 122,-762804334,32505302,-76.46787056,3.41813944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514466,241,C123K26,Cl 123 entre Kr 26H1 y 26H Bis,-762753919,32512652,-76.4649775,3.42018111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514467,241,K29C80,Kr 25 entre Cl 79 y 80,-762830764,32615180,-76.47521222,3.43755,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514468,241,K27C108,Kr 27 entre Cl 108 y 109,-762833576,32458526,-76.47599333,3.41625722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514469,241,K27C109,Kr 27 entre Cl 109 y 108,-762833294,32458897,-76.475915,3.41636028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514470,241,K27C112,Kr 27 entre Cl 112 y 113,-762828595,32455656,-76.47460972,3.41546,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514474,241,K28DC122,Kr 28D9 entre Cl 122J y 122K,-762820667,32413344,-76.4724075,3.40370667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514475,241,K26D70,Kr 26 entre Dg 70A y 70,-762928926,32614298,-76.49136833,3.437305,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514476,241,K26D70D,Kr 26 entre Dg 70D y D71A,-762925867,32609077,-76.49051861,3.43585472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514477,241,D71AK25C,Dg 71A con Kr 25C,-762920493,32612076,-76.48902583,3.43668778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514478,241,D71AK24C,Dg 71A con Kr 24C,-762916081,32614017,-76.48780028,3.43722694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514479,241,C123A3,Cl 123A3 con Kr 28F,-762815400,32406938,-76.47094444,3.40192722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514480,241,C123K28E,Cl 123A4 Con Kr 28E1,-762816896,32413201,-76.47136,3.40366694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514481,241,K28DC121,Kr 28D entre Cl 121 y 122,-762821179,32431884,-76.47254972,3.40885667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514482,241,K28DC123,Kr 28D entre Cl 122 y 123,-762814654,32428077,-76.47073722,3.40779917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514483,241,K28FC122,Kr 28F entre Cl 122E y 122D1,-762829436,32417805,-76.47484333,3.40494583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514484,241,K28C104,Kr 28D con Cl 104 Inicio de Ruta,-762846005,32436535,-76.47944583,3.41014861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514485,241,C112K2A1,Cl 112 entre Kr 26B1 y 26,-762808293,32532556,-76.46897028,3.42571,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514486,241,C112K2A2,Cl 112 entre Kr 26A y 26A1,-762806641,32535451,-76.46851139,3.42651417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514487,241,C112K231,Cl 112 entre Kr 26 y 25 Parqueadero,-762800516,32540539,-76.46681,3.4279275,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514488,241,C112K232,Cl 112 entre Kr 24 y 23,-762753779,32545703,-76.46493861,3.42936194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514489,241,K28DC112,Kr 28D con Cl 112,-762840428,32437787,-76.47789667,3.41049639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514490,241,K28DC114,Kr 28D con Cl 114,-762833992,32437034,-76.47610889,3.41028722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514491,241,K28DC120,Kr 28D con Cl 120B FerroElectricos,-762828802,32435734,-76.47466722,3.40992611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514492,241,C112K27D,Cl 112 entre Kr 27 y 27D,-762830197,32455650,-76.47505472,3.41545833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514493,241,C112K27F,Cl 112 entre Kr 27F y 27G,-762833941,32449045,-76.47609472,3.41362361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514494,241,K28C108,Kr 28 entre  Cl 108 y 107B,-762840177,32450641,-76.47782694,3.41406694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514495,241,T103K28,Tr 103 entre Kr 28 y 27F,-762844848,32455029,-76.47912444,3.41528583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514496,241,K28C120,Kr 28D con Cl 120B,-762828153,32435700,-76.47448694,3.40991667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514497,241,K28C114,Kr 28D con Cl 114,-762834568,32437273,-76.47626889,3.41035361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514498,241,K28D1121,Kr 28D con Cl 112,-762839840,32438031,-76.47773333,3.41056417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514503,241,D72CK26,Dg 72C entre K26 y 26H2,-762926487,32600451,-76.49069083,3.43345861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514529,241,D72CK26H,Dg 72C entre Kr 26H y 26 Cacharreria,-762925781,32600467,-76.49049472,3.43346306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514530,241,D72FK26H,Dg 72F entre Kr 26H y 26I,-762928563,32555413,-76.4912675,3.43205917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514531,241,D72FK26I,Dg 72F con Kr 26I,-762928568,32554815,-76.49126889,3.43189306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514532,241,C72K26J,Cl 72K con Kr 26J,-762929244,32550380,-76.49145667,3.43066111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514533,241,C97K26D,Cl 97 entre Kr 26D y 26C1,-762817505,32537772,-76.47152917,3.42715889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514535,241,C121K26,Cl 121 con Kr 26M,-762809586,32458902,-76.46932944,3.41636167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514537,241,C123K26H,Cl 123 entre Kr 26H2 y 26H3,-762754871,32511722,-76.46524194,3.41992278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514538,241,K23C101A,Kr 23 entre Cl 101A y 100,-762754885,32558937,-76.46524583,3.43303806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514541,241,C73K26K,Cl 73 entre Kr 26J y 26K,-762903284,32540116,-76.48424556,3.42781,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514544,241,K28EC124,Kr 28E2 entre Cl 124 y 124C,-762810313,32410267,-76.46953139,3.40285194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514545,241,C126K28F,Cl 126 entre Kr 28F y 28G,-762804841,32404826,-76.46801139,3.40134056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514546,241,C125AK28,Cl 125A con Kr 28F,-762808694,32405695,-76.46908167,3.40158194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514547,241,C123K282,Cl 123A4 entre Kr 28E1y 28E3,-762816472,32410739,-76.47124222,3.40298306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514549,241,K28D1232,Kr 28D entre Cl 122 y 123,-762815004,32428967,-76.47083444,3.40804639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514550,241,K28D1222,Kr 28D entre Cl 122 y 123,-762820865,32432246,-76.4724625,3.40895722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514551,241,C72K26,Cl 72K con Kr 26J,-762929487,32550967,-76.49152417,3.43082417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514553,241,C94K100,Cl 94 entre Kr 100 y 99,-762803829,32602830,-76.46773028,3.43411944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514554,241,K23C102,Kr 23 entre Cl 102 y 102C,-762755203,32558805,-76.46533417,3.43300139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515001,241,C8K41,Cl 8 entre Kr 3 y 4,-763207733,32704498,-76.53548139,3.45124944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515002,241,K39C401,Kr 39 entre Cl 40 y 39,-763021489,32502350,-76.50596917,3.41731944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515006,241,K39C511,Kr 39 entre Cl 51 y 50,-762956426,32436038,-76.49900722,3.41001056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515007,241,K39C482,Kr 39 entre Cl 48 y 49,-763000648,32439219,-76.50018,3.41089417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515008,241,K39C541,Kr 39 entre Cl 54 y 53,-762950475,32429815,-76.49735417,3.40828194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515010,241,C55K32A1,Cl 55 entre Kr 32A y 33,-762937330,32437351,-76.49370278,3.41037528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515011,241,C55K332,Cl 55 entre Kr 33 y 32A,-762936673,32436694,-76.49352028,3.41019278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515012,241,C83K28D4,Cl 83 entre Kr 28D4 y 28E,-762917234,32456700,-76.48812056,3.41575,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515013,241,C83K28E3,Cl 83 entre Kr 28E3 y 28E,-762917852,32454677,-76.48829222,3.41518806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515015,241,C54K30,Cl 55 entre Kr 30 y 29,-762930136,32442815,-76.49170444,3.41189306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515016,241,K39C461,Kr 39 entre Cl 46 y 45A,-763007114,32446942,-76.50197611,3.41303944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515017,241,K39C45A,Kr 39 entre Cl 45A y 46,-763007810,32446876,-76.50216944,3.41302111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515019,241,C55K34,Cl 55 entre Kr 34 y 33,-762941564,32432073,-76.49487889,3.40890917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515020,241,C83K28G,Cl 83 entre Kr 28G y 28E6,-762924154,32448622,-76.49004278,3.41350611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515021,241,C83K28D2,Cl 83 entre Kr 28D2 y 28D,-762911800,32500818,-76.48661111,3.41689389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515023,241,C54K39H,Cl 54 entre Kr 39H y 40,-762957900,32422062,-76.49941667,3.40612833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515025,241,K46C50,Kr 46 entre Cl 50 y 51,-763034014,32400870,-76.50944833,3.40024167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515028,241,C48K47A,Cl 48 entre Kr 46D y 46C,-763042258,32403406,-76.51173833,3.40094611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515030,241,C36K43,Cl 36 entre Kr 43 y 42B,-763055353,32443372,-76.51537583,3.41204778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515036,241,C48K37,Cl 48 entre Kr 37 y 36,-762957941,32443760,-76.49942806,3.41215556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515037,241,C48K32A,Cl 48 entre Kr 32A y 30D,-762948615,32452724,-76.4968375,3.41464556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515041,241,C54K45,Cl 54 entre Kr 45 y 43C,-763025524,32357126,-76.50709,3.39920167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515042,241,C54K42C1,Cl 54 entre Kr 42C1 y 42C,-763018468,32403498,-76.50513,3.40097167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515043,241,C54K41G,Cl 54 entre Kr 41G y 41E3,-763011184,32410362,-76.50310667,3.40287833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515044,241,C54K41D,Cl 54 entre Kr 41D y 41B,-763005082,32415948,-76.50141167,3.40443,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515046,241,K29C72Y,Kr 29 entre Cl 72Y y 48,-762940784,32458331,-76.49466222,3.41620306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515048,241,C48K35,Cl 48 entre Kr 34 y 35,-762956421,32445656,-76.49900583,3.41268222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515049,241,C48K39E,Cl 48 entre Kr 39E y 39G,-763007830,32436420,-76.502175,3.41011667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515051,241,C48K41B,Cl 48 entre 41B y 41D,-763017070,32427980,-76.50474167,3.40777222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515052,241,C48K41H,Cl 48 entre 41H y 42A,-763024380,32421560,-76.50677222,3.40598889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515054,241,C54K43B,Cl 54 entre Kr 43B y 44,-763024561,32358944,-76.5068225,3.39970667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515058,241,K29C72U,Kr 29 entre Cl 48 y 72U,-762943200,32500858,-76.49533333,3.416905,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515059,241,C72UK28E,Cl 72U entre Kr 28E6 y 28E5,-762938014,32508843,-76.49389278,3.41912306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515060,241,C72UK28D,Cl 72U entre Kr 28D5 y D4,-762932263,32514534,-76.49229528,3.42070389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515061,241,C83K28D,Cl 83 entre Kr 28D y 28D2,-762912395,32502299,-76.48677639,3.41730528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515063,241,C48K32B,Cl 48 entre Kr 32A y 32B,-762949572,32452074,-76.49710333,3.414465,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515064,241,K46C43,Kr 46 entre Cl 44 y 43,-763048761,32417381,-76.51354472,3.40482806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
515069,241,K39C421,Kr 39 entre Cl 42 y 43,-763015978,32455317,-76.50443833,3.41536583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511079,241,VBUILAJA,Vía a la Buitrera Colegio Las Lajas,-763407945,32252788,-76.56887361,3.38133,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511080,241,VBUICAPR,Vía a la Buitrera Capricho Km 6,-763430020,32257092,-76.57500556,3.38252556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511081,241,VBUIK7,Vía a la Buitrera Km 7,-763441081,32258473,-76.57807806,3.38290917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511082,241,VBUIBAJA,Vía a la Buitrera Colegio Las Lajas Baja,-763410415,32254014,-76.56955972,3.38167056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511083,241,VBUIFATI,Vía a la Buitrera Fatima,-763359968,32236462,-76.56665778,3.376795,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511084,241,VBUISPOR,Vía a la Buitrera Sector El Portento,-763344469,32206598,-76.5623525,3.36849944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511085,241,V_CASC10,Vía Principal Cascajal,-763059557,31904528,-76.51654361,3.31792444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511086,241,C18K1413,Cl 18 con Kr 141,-763206524,31919143,-76.53514556,3.32198417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511087,241,C18K1414,Cl 18 con Kr 141,-763205732,31918944,-76.53492556,3.32192889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511090,241,C42K81A,Cl 42 entre Kr 81A y 81 Lote,-763111900,32314929,-76.51997222,3.38748028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511098,241,C42K85E,Cl 42 entre Kr 85E y 85D,-763113039,32248733,-76.52028861,3.38020361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511099,241,C42K83E,Cl 42 entre Kr 84 y 83E,-763112958,32256835,-76.52026611,3.38245417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511100,241,K99C45,Kr 99 entre Cl 45 y 42,-763112000,32206453,-76.52,3.36845917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511102,241,C14K85B,Cl 14 entre Kr 85B y 85A,-763159197,32253734,-76.53311028,3.38159278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511103,241,C14K84,Cl 14 entre Kr 83C y 83,-763159404,32304140,-76.53316778,3.38448333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511104,241,C14K832,Cl 14 entre Kr 83 y 84,-763200089,32302199,-76.53335806,3.38394417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511105,241,C14K85A1,Cl 14 entre Kr 85A y 85B,-763159850,32253444,-76.53329167,3.38151222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511106,241,K80C48,Kr 80 entre Cl 45 y 48,-763104484,32318278,-76.51791222,3.38841056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511107,241,K99C42,Kr 99 entre Cl 42 y 45,-763112223,32205306,-76.52006194,3.36814056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511109,241,C16K75A,Cl 16 entre Kr 75A y 73,-763141592,32321889,-76.52822,3.38941361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511110,241,HORMI2,Hormigero2,-763118657,32029160,-76.52184917,3.34143333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511111,241,HORMI1,Hormiguero1,-763124714,32034588,-76.52353167,3.34294111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511112,241,VIA_PUER,Via_puerto_tejada,-762952619,31918128,-76.49794972,3.32170222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511113,241,COL_FRAY,Cali_puerto-col-fray damian,-762944078,31911792,-76.49557722,3.31994222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511114,241,CASCAJAL,Puerto_cascajal,-762930421,31900939,-76.49178361,3.3169275,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511115,241,V_HORMI3,Via principal_hormiguero3,-762917370,31850658,-76.48815833,3.31407167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511116,241,V_HORMI4,Via_principal hormi4 089,-762902415,31846803,-76.48400417,3.31300083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511117,241,V_HORMI5,Via_hormi5_col asuncion,-762852676,31844203,-76.48129889,3.31227861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511118,241,V_HORMI6,V_hormi C216,-762842204,31845278,-76.47839,3.31257722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511119,241,V_HORMI7,V-hormi7 C122,-762854920,31846509,-76.48192222,3.31291917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511120,241,V_HORMI8,V_hormi8 C087,-762903576,31847658,-76.48432667,3.31323833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511121,241,V_HORMI9,V_hormi9 rosy,-762917763,31849521,-76.4882675,3.31375583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511122,241,CAL_PUER,Via cali_puerto,-762926058,31857966,-76.49057167,3.31610167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511123,241,V_CASCA2,via_cascajal2,-762933469,31900800,-76.49263028,3.31688889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511124,241,V_CASCA3,Via_cascajal3 urb flamenco,-762954604,31859521,-76.49850111,3.31653361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511125,241,V_CASCA4,Via_cascajal4 Centro educativo,-763011933,31858834,-76.50331472,3.31634278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511126,241,V_CASCA5,Via_cascajal5,-763026562,31859125,-76.50737833,3.31642361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511127,241,V_CASCA6,Via_cascajal6 equilar C099,-763042136,31904538,-76.51170444,3.31792722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511128,241,V_CASCA7,Via_cascajal7 col-santa maria pance,-763050139,31905183,-76.5139275,3.31810639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511129,241,V_CASCA8,Via_cascajal8 Conchita,-763107203,31904215,-76.5186675,3.3178375,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511130,241,V_CASCA9,Via_cascajal9 Presentacion,-763118579,31903129,-76.5218275,3.31753583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511131,241,MARAÑON,Urb Marañon,-763030756,31949920,-76.50854333,3.33053333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511132,241,C36K128,Cl 36 entre Kr 128 y 129,-763122130,31948815,-76.52281389,3.33022639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511134,241,C36K146,Cl 36 entre Kr 146 y 148,-763122794,31851054,-76.52299833,3.31418167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511135,241,C36K170,Cl 36 entre Kr 170 y 168,-763120430,31748384,-76.52234167,3.29677333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511136,241,C36K134,Cl 36 entre Kr 134 y 128,-763121694,31949312,-76.52269278,3.33036444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511138,241,AV-MELEN,Av los Cerros Melendez,-763257427,32040365,-76.54928528,3.34454583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511139,241,AV-MELE2,Av los Cerros con Cl 2 Acceso Vial,-763325856,32054006,-76.55718222,3.348335,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511140,241,ECOPAR11,Via La Voragine Ecoparque 1 entrada,-763345799,32058025,-76.56272194,3.34945139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511141,241,ECOPAR21,Via La Voragine Ecoparque 2 entrada,-763355604,32057900,-76.56544556,3.34941667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511142,241,ECOPAR31,Via La Voragine Ecoparque 3 entrada,-763411955,32055670,-76.5699875,3.34879722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511143,241,ECOPAR41,Via La Voragine Ecoparque 4 entrada,-763420779,32055218,-76.57243861,3.34867167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511144,241,VORAGI1,La Voragine Fin,-763520008,32040875,-76.58889111,3.3446875,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511145,241,VORAGI2,La Voragine Ini,-763519628,32041971,-76.58878556,3.34499194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511147,241,ECOPAR32,Via La Voragine Ecoparque 3 entrada,-763411764,32055260,-76.56993444,3.34868333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511148,241,ECOPAR22,Via La Voragine Ecoparque 2 entrada,-763354990,32057313,-76.565275,3.34925361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511149,241,ECOPAR12,Via La Voragine Ecoparque 1 entrada,-763345294,32057602,-76.56258167,3.34933389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511150,241,AV-MELE1,Av los Cerros con Cl 2 Acceso Vial,-763323920,32053106,-76.55664444,3.348085,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511153,241,K109C50,Kr 109 con Cl 50 Reformatorio Valle del ,-763052134,32130024,-76.51448167,3.35834,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511154,241,K109C57,Kr 109 con Cl 57 Colegio Philadelphia,-763039024,32128992,-76.51084,3.35805333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
