    "STOPID","PLANVERSIONID","SHORTNAME","LONGNAME","GPS_X","GPS_Y","DECIMALLONGITUDE","DECIMALLATITUDE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
519104,241,K4C9O,Kr 4 entre Cl 9 y 8 Oe,-763255272,32648786,-76.54868667,3.446885,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519105,241,K4C7O,Kr 4 entre Cl 7 y 6 Oe,-763250304,32649008,-76.54730667,3.44694667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519106,241,K5C8O1,Kr 5 con Cl 8 Oe,-763252440,32643656,-76.5479,3.44546,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519107,241,K27C9O1,Kr 27 con Cl 9 Oe,-763254414,32635784,-76.54844833,3.44327333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519108,241,C5OK24E,Cl 5 Oe entre Kr 24E y 24F,-763250928,32625674,-76.54748,3.440465,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519109,241,K27C3O,Kr 27 entre Cl 3 y 2 Oe,-763241916,32612726,-76.54497667,3.43686833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519110,241,K27C3,Kr 27 entre Cl 3 y 4,-763236756,32607950,-76.54354333,3.43554167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519111,241,C1K13A,Cl 1 entre Kr 13A y 13,-763228605,32639141,-76.54127917,3.44420583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519112,241,A1K2,Av 1 entre Kr 2 y Cl 2 OE,-763231581,32704314,-76.54210583,3.45119833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519113,241,K24CC4OE,Kr 24C entre Cl 4 OE y 5 OE,-763238847,32627517,-76.54412417,3.44097694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519115,241,C11OEK24,Cl 11 Oe con Kr 24D,-763255730,32631851,-76.54881389,3.44218083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519117,241,C5K22,Cl 5 entre Kr  22 y 23,-763215546,32621990,-76.53765167,3.43944167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519119,241,K10C10,Kr 10 con Cl 11,-763156341,32648953,-76.53231694,3.44693139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519120,241,K10C12,Kr 10 con Cl 13,-763149221,32650975,-76.53033917,3.44749306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519121,241,C21K10,Cl 21 entre Kr 9 y 10,-763122350,32659129,-76.522875,3.44975806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519122,241,AV2OE,Av 2 Oeste,-763331098,32649758,-76.55863833,3.447155,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519123,241,AV2OEC20,Av 2 Oeste con Cl 20,-763341166,32651450,-76.561435,3.447625,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519124,241,AV2OEATE,Av 2 Oeste Sector Atenas,-763348669,32652473,-76.56351917,3.44790917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519125,241,AV2OC201,Av 2 Oeste con Cl 20,-763342378,32651612,-76.56177167,3.44767,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519126,241,AV2OEBEL,Av 2 Oeste a Bellavista,-763331614,32649494,-76.55878167,3.44708167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519127,241,K2OEC141,Kr 2 Oeste entre Cl 14 y Kr 2A1,-763323370,32652800,-76.55649167,3.448,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519128,241,K4C12AO,Kr 4 entre Cl 12A y 13 Oeste,-763308604,32643518,-76.55239,3.44542167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519129,241,C14OK16,Cl 14 Oeste entre Kr 16 y 15,-763314252,32636046,-76.55395889,3.44334611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519130,241,C14OK23C,Cl 14 oeste entre Kr 23C y 24D,-763306300,32627450,-76.55175,3.44095833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519131,241,C14OK24C,Cl 14 Oeste entre Kr 24C y 24B,-763309720,32631884,-76.5527,3.44219,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519132,241,C14OK15,Cl 14 Oeste entre Kr 15 y 16,-763314011,32636550,-76.55389194,3.44348611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519133,241,K4C13O,Kr 4 entre Cl 13 y 12A Oeste,-763309504,32643110,-76.55264,3.44530833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519135,241,C5K6Y9,Cl 5 entre Kr 6 y 9 Clinica Comfenalco,-763212954,32650742,-76.53693167,3.44742833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519136,241,C5K13,Cl 5 entre Kr 13 y 14,-763212336,32639060,-76.53676,3.44418333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519138,241,C5K14Y13,Cl 5 entre Kr 14 y 13 Puente Peatonal,-763211526,32639678,-76.536535,3.444355,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519139,241,K10C15,Kr 10 entre Cl 15 y 16,-763137281,32652679,-76.5270225,3.44796639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519140,241,K10C19,Kr 10 entre Cl 19 y 20,-763125350,32655860,-76.52370833,3.44885,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519141,241,K10C22A,Kr 10 entre Cl 22A y 23,-763114201,32658625,-76.52061139,3.44961806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519142,241,C13K231,Cl 13 entre Kr 23 y 23A,-763142033,32607021,-76.5283425,3.43528361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519144,241,C14OK24B,Cl 14 Oe entre Kr 24C y 24B,-763309720,32631668,-76.5527,3.44213,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519148,241,K23C13A,Kr 23 entre Cl 13A y 14,-763137784,32609061,-76.52716222,3.43585028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519150,241,C15K23C,Cl 15 entre Kr 23C y 23,-763133700,32607269,-76.52602778,3.4353525,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519153,241,C15K23,Cl 15 entre Kr 23 y 23A,-763134406,32607446,-76.52622389,3.43540167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519154,241,K25C18B,Kr 25 entre Cl 18B y 18C,-763125876,32553924,-76.52385444,3.43164556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519155,241,K25C19A,Kr 25 entre Cl 19A y 19B,-763117456,32556056,-76.52151556,3.43223778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519156,241,C23K25B,Cl 23 entre Kr 25B y 26 Santa Elena,-763114909,32552126,-76.52080806,3.43114611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519157,241,K29C25,Kr 29 entre Cl 25 y 26B,-763110217,32543953,-76.51950472,3.42887583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519159,241,K29C272,Kr 29 entre Cl 27 y 29,-763058914,32542734,-76.516365,3.42853722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519160,241,K14C2Y2A,Kr 14 entre Cl 2 y 2A,-763225241,32636291,-76.54034472,3.44341417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519161,241,A4NC3,Av 4N entre Cl 3 y 4 OE,-763240026,32705742,-76.54445167,3.451595,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519162,241,K1C7OE,Kr 1 entre Cl 7 y 5 Oe,-763252762,32712954,-76.54798944,3.45359833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519163,241,C8AV3,Cl 8 entre Av 3 y 4,-763211865,32715843,-76.53662917,3.45440083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519164,241,A4NC18,Av 4N entre Cl 18 y 19,-763145846,32734320,-76.52940167,3.45953333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519165,241,A4NC21,Av 4N entre Cl 21 y 22,-763140320,32741796,-76.52786667,3.46161,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519166,241,A4NC23,Av 4N entre Cl 23 y 24,-763134994,32750258,-76.52638722,3.46396056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519175,241,C21K5,Cl 21 entre Kr 4 y 5,-763128964,32719295,-76.52471222,3.45535972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519176,241,C8K6,Cl 8 entre Kr 6 y 8,-763204767,32655556,-76.5346575,3.44876556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519181,241,A4OEC5,Av 4 Oeste con  Cl 5,-763254366,32720700,-76.548435,3.45575,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519183,241,A15OEC9A,Av 15 Oeste Cl 9A,-763306090,32736552,-76.55169167,3.46015333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519184,241,A15OC9A2,Av 15 Oeste Cl 9A 2,-763313650,32735898,-76.55379167,3.45997167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519185,241,PRAUSA1,Puente del Rio Aguacatal Urbanizacion Se,-763318144,32734914,-76.55504,3.45969833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519187,241,C14OEK12,Cl 14 Oeste con Kr 12A,-763335088,32741064,-76.55974667,3.46140667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519188,241,A9OE,Av 9 Oeste,-763340716,32733936,-76.56131,3.45942667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519189,241,A9OE2,Av 9 Oeste 2,-763347250,32726496,-76.563125,3.45736,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519190,241,A9AOE22A,Av 22 Oeste entre  Cl 22A y 23 Bis,-763353214,32720796,-76.56478167,3.45577667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519192,241,A9AOE241,Av 9A Oeste con Cl 24 - 1,-763358323,32721585,-76.56620083,3.45599583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519193,241,A9AOE23B,Av 9A Oeste entre Cl 23 Bis y 22A,-763352104,32720382,-76.56447333,3.45566167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519194,241,A9OE1,Av 9 Oeste - 1,-763347136,32727342,-76.56309333,3.457595,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519196,241,C14OK121,Cl 14 Oeste con Kr 12A Oeste,-763335742,32739198,-76.55992833,3.46088833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519197,241,C11OK15A,Cl 11 Oeste con Kr 15A,-763332346,32741766,-76.558985,3.46160167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519198,241,PRAUSA2,Puente del Rio Aguacatal Urbanizacion Se,-763319578,32734470,-76.55543833,3.459575,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519200,241,A15OC9A3,Av 15 Oeste con Cl 9A,-763305280,32735742,-76.55146667,3.45992833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519201,241,A15OEC71,Av 15 Oeste con Cl 7 - 1,-763258224,32729034,-76.54950667,3.458065,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519202,241,A40OEC51,Av 4 Oeste con Cl 5 - 1,-763253922,32719830,-76.54831167,3.45550833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519205,241,C15K18A,Cl 15 entre Kr 18A y 19,-763134038,32621949,-76.52612167,3.43943028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519206,241,K25C19B,Kr 25 entre Cl 19B y 19A,-763116862,32556418,-76.52135056,3.43233833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519207,241,C11OA15B,Cl 11 Oe AV 15B,-763328470,32739719,-76.55790833,3.46103306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519264,241,K27C5OE,Kr 27 entre  Cl 5  y 4 Oe,-763245092,32617898,-76.54585889,3.438305,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519266,241,C5K7,Cl 5 con Kr 6,-763212235,32651486,-76.53673194,3.447635,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519270,241,C5K15C6,Cl 5 entre Kr 15 y Cl 6,-763210680,32630000,-76.5363,3.44166667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519281,241,C9K14A,Cl 9 entre Kr 14A y 14,-763159316,32634335,-76.53314333,3.44287083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519282,241,C5K27,Cl 5 entre Kr 27 y 34,-763231297,32601087,-76.54202694,3.43363528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519283,241,C15K16,Cl 15 entre Kr 16 y 17,-763134056,32629630,-76.52612667,3.44156389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519288,241,K15C7,Kr 15 entre Cl 7 y 5,-763206862,32627763,-76.53523944,3.44104528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519289,241,C5AOEK1C,Cl 5A Oe con Kr 1C,-763246272,32704911,-76.54618667,3.45136417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519290,241,C13K23A,Cl 13 entre Kr 23A y 23,-763141115,32608357,-76.5280875,3.43565472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519292,241,K23C11A,Kr 23 entre Cl 11A y 12,-763147332,32608861,-76.52981444,3.43579472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600051,241,T.C-A2,T.Canaveralejo A2,-763258462,32452354,-76.54957278,3.41454278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600053,241,T.C-A4,T.Canaveralejo A4,-763255869,32452890,-76.5488525,3.41469167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600101,241,TMENGA2,Terminal Menga C2,-763032175,32920771,-76.5089375,3.48910306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600102,241,TMENGA3,Terminal Menga C3,-763029808,32920784,-76.50828,3.48910667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600103,241,TMENGA4,Terminal Menga C4,-763028488,32920091,-76.50791333,3.48891417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600105,241,TMENGA6,Terminal Menga B2,-763029650,32921481,-76.50823611,3.48930028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600106,241,TMENGA7,Terminal Menga B3,-763031344,32922254,-76.50870667,3.489515,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600107,241,TMENGA8,Terminal Menga B4,-763032063,32922050,-76.50890639,3.48945833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600150,241,A.SANIN1,Terminal Andrés Sanín B1,-762857155,32637688,-76.48254306,3.44380222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600151,241,A.SANIN2,Terminal Andrés Sanín B2,-762859172,32637954,-76.48310333,3.44387611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600158,241,A.SANI10,Terminal Andrés Sanín E3,-762857556,32636156,-76.48265444,3.44337667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600160,241,A.SANI12,Terminal Andrés Sanín C2,-762857831,32637364,-76.48273083,3.44371222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600161,241,A.SANI13,Terminal Andrés Sanín C5,-762900883,32637775,-76.48357861,3.44382639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600162,241,A.SANI14,Terminal Andrés Sanín D1,-762900957,32636559,-76.48359917,3.44348861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600166,241,A.SANIN9,Terminal Andrés Sanín A1,-762858077,32638198,-76.48279917,3.44394389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600167,241,A.SANI18,Terminal Andrés Sanín A2,-762858940,32638328,-76.48303889,3.44398,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600168,241,A.SANI19,Terminal Andrés Sanín A3,-762859591,32638403,-76.48321972,3.44400083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
600199,241,A.SANINP,Terminal Andrés Sanín Lugar de estaciona,-762857155,32637688,-76.48254306,3.44380222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
519097,241,K27C9O2,Kr 27 con Cl 9 Oe,-763253970,32635310,-76.548325,3.44314167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
601851,241,UDP2,Unidad Deportiva B1,-763253658,32452512,-76.54823833,3.41458667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
601853,241,UDP4,Unidad Deportiva B2,-763253616,32453976,-76.54822667,3.41499333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
601854,241,UDP5,Unidad Deportiva A3,-763254420,32452116,-76.54845,3.41447667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
601855,241,UDP6,Unidad Deportiva B3,-763253687,32455227,-76.54824639,3.41534083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602100,241,CAPRI1,Capri A1,-763242306,32317808,-76.545085,3.38828,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602101,241,CAPRI2,Capri B1,-763241274,32316134,-76.54479833,3.387815,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602103,241,CAPRI4,Capri B2,-763241502,32317808,-76.54486167,3.38828,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602301,241,UNIV2,Universidades B1,-763144580,32201524,-76.52905,3.36709,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602304,241,UNIVCOM1,Universidades C1,-763141559,32159601,-76.52821083,3.36655583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602305,241,UNIVCOM2,Universidades D1,-763142073,32159121,-76.52835361,3.3664225,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602309,241,UNIVCOM4,Universidades D3,-763140938,32158663,-76.52803833,3.36629528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602310,241,UNIVCOM5,Universidades C3,-763140946,32159559,-76.52804056,3.36654417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602311,241,UNIVCOM6,Universidades D5,-763139569,32158122,-76.52765806,3.366145,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602312,241,UNIVCOM7,Universidades C4,-763141590,32159943,-76.52821944,3.36665083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602313,241,UNIVCOM8,Universidades D2,-763141491,32158889,-76.52819194,3.36635806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602314,241,UNIVCOM9,Universidades C2,-763140310,32159188,-76.52786389,3.36644111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602315,241,UNIVCO10,Universidades D4,-763140216,32158371,-76.52783778,3.36621417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602600,241,N.LATIR2,Nuevo Latir B1,-762912277,32505968,-76.48674361,3.41832444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
602601,241,N.LATIR1,Nuevo Latir A1,-762912625,32506523,-76.48684028,3.41847861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
603001,241,TCALIPB1,Terminal Calipso B1,-763002298,32535634,-76.50063833,3.426565,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
603004,241,TCALIPA4,Terminal Calipso A4,-763001038,32537749,-76.50028833,3.4271525,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
603007,241,TCALIPB4,Terminal Calipso B4,-762959328,32538412,-76.49981333,3.42733667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
603012,241,TCALIPA3,Terminal Calipso A3,-763000078,32538580,-76.50002167,3.42738333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604005,241,PCOMERC5,T. Paso del Comercio C5,-762933276,32925175,-76.49257667,3.49032639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604007,241,PCOMERC7,T. Paso del Comercio C7,-762934941,32923641,-76.49303917,3.48990028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604008,241,PCOMERA1,T. Paso del Comercio A1,-762932088,32924963,-76.49224667,3.4902675,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604009,241,PCOMERA2,T. Paso del Comercio A2,-762933531,32923631,-76.4926475,3.4898975,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604015,241,PCOMERB2,T. Paso del Comercio B2,-762934781,32921329,-76.49299472,3.48925806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604016,241,PCOMERB3,T. Paso del Comercio B3,-762933851,32922149,-76.49273639,3.48948583,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604017,241,PCOMERB4,T. Paso del Comercio B4,-762933071,32922717,-76.49251972,3.48964361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
604019,241,PCOMERB6,T. Paso del Comercio B6,-762931817,32924114,-76.49217139,3.49003167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
611289,241,MELENC4,Estacion Melendez C4,-763233969,32238319,-76.54276917,3.37731083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
611290,241,MELENC2,Estacion Melendez C2,-763233793,32237018,-76.54272028,3.37694944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
611291,241,MELENC5,Estacion Melendez C5,-763234143,32238847,-76.5428175,3.3774575,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
611294,241,MELENC1,Estacion Melendez C1,-763233718,32236675,-76.54269944,3.37685417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
611296,241,MELENC3,Estacion Melendez C3,-763233853,32237724,-76.54273694,3.37714556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
611429,241,R-SUR 1,Resesrva Sur 1,-763137590,32157178,-76.52710833,3.36588278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
613100,241,C52K3,Cl 52 entre Kr 3 y 2,-763004680,32757780,-76.5013,3.46605,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
613185,241,K1C56,Kr 1 entre Cl 56 y 57 Comfandi IPS,-763004932,32843293,-76.50137,3.4786925,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
613316,241,R-PCOME1,Reserva Paso del Comercio 1,-762927206,32927578,-76.49089056,3.49099389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
614432,241,K28DC79,Kr 28D Con Cl 79,-762913136,32507041,-76.48698222,3.4186225,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
618196,241,R-CALP1,Calipso Reserva 1,-762955886,32542302,-76.49885722,3.42841722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511471,241,C54K85C,Cl 54 entre Kr 85Cy 84 Unidad Residencia,-763038582,32253427,-76.51071722,3.3815075,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511478,241,K86C45Y8,Kr 86 entre Cl 45 y 48 PoliClinica Caney,-763105460,32244356,-76.51818333,3.37898778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511484,241,C48K98A,Cl 48 entre Kr 98A y 98B,-763059998,32211174,-76.51666611,3.36977056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511489,241,C48K83BI,Cl 48 entre Kr 82 y 83Bis,-763059687,32306913,-76.51657972,3.38525361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
511493,241,VHORSM,Universidad San Martín,-763118201,32029881,-76.5217225,3.34163361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512004,241,C70A3CN1,Cl 70 entre Av 4N y 3CN,-763053340,32931230,-76.51481667,3.49200833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512008,241,A6NC21,Av 6N entre Cl 21 y 22,-763148961,32747925,-76.53026694,3.4633125,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512018,241,C70A6N,Cl 70 entre Av 6N y 4N,-763117877,32938387,-76.5216325,3.49399639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512022,241,A3NC31,Av 3N entre Cl 31 y 30,-763119427,32814126,-76.52206306,3.47059056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512032,241,A2AN72BN,Av 2AN entre 72BN y 72AN,-763016242,32931031,-76.50451167,3.49195306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512038,241,C44A3HN,Cl 44 entre Av 3HN y 4N,-763117628,32850208,-76.52156333,3.48061333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512042,241,C52A5A,Cl 52N entre Av 5A y 5,-763123236,32918728,-76.52312111,3.48853556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512049,241,A6ANC26,Av 6AN entre Cl 27 y 26 PP1,-763148867,32810147,-76.53024083,3.46948528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
512061,241,C73A3N,Cl 73 entre Av 3N y 2CN,-763030048,32936672,-76.50834667,3.49352,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514134,241,K8C592,Kr 8 entre Cl 59 y 70,-762924834,32709030,-76.49023167,3.45250833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514150,241,C70K7RBI,Cl 70 entre Kr 7Rbis y 7Mbis,-762904302,32718798,-76.48452833,3.45522167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514156,241,C73K11,Cl 73 entre Kr 11 y Dg 14,-762902879,32650185,-76.48413306,3.44727361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514171,241,K27C1201,Kr 27 entre Cl 120 y 116,-762821389,32452525,-76.47260806,3.41459028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514175,241,C112K26J,Cl 112 entre Kr 26J y 26J5,-762819927,32513654,-76.47220194,3.42045944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
